dyadid,org,sidea,sideaid,sideacomponents,sideb,sidebid,sidebcomponents,startdate,startprec,startdate2,startprec2,epend,ependdate,ependprec,year,bestfatalityestimate,lowfatalityestimate,highfatalityestimate,location,gwnolocation,region,version
Feb-71,3,Gamai,1465,,Pan,1525,,4/13/2006,2,4/13/2006,2,1,4/13/2006,2,2006,25,20,100,Nigeria,475,4,2.5-2015
Feb-72,3,Garre subclan of Digil clan (Digil-Mirifle),1466,,Marehan subclan of Sede clan (Darod),1501,,4/10/2005,2,4/18/2005,1,1,7/23/2005,2,2005,99,89,139,Somalia,520,4,2.5-2015
Feb-73,3,Garre subclan of Digil clan (Digil-Mirifle),1466,,Murule subclan of Gugundabe clan (Hawiye),1515,,1/1/2005,1,1/11/2005,2,1,4/4/2005,1,2005,63,60,105,Kenya,501,4,2.5-2015
Feb-73,3,Garre subclan of Digil clan (Digil-Mirifle),1466,,Murule subclan of Gugundabe clan (Hawiye),1515,,1/1/2005,1,10/14/2008,2,1,10/16/2008,1,2008,31,31,31,Kenya,501,4,2.5-2015
Feb-74,3,Gumuz,1766,,Oromo,1523,,9/30/2007,5,5/21/2008,2,1,5/21/2008,2,2008,145,145,145,Ethiopia,530,4,2.5-2015
Feb-75,3,Falata,1552,,Habaniya,1469,,1/31/2007,3,1/31/2007,3,0,,0,2007,125,125,200,Sudan,625,4,2.5-2015
Feb-75,3,Falata,1552,,Habaniya,1469,,1/31/2007,3,1/31/2007,3,0,,0,2008,150,150,150,Sudan,625,4,2.5-2015
Feb-75,3,Falata,1552,,Habaniya,1469,,1/31/2007,3,1/31/2007,3,1,4/19/2009,1,2009,99,99,108,Sudan,625,4,2.5-2015
Feb-76,3,Habaniya,1469,,Rizeigat Baggara,1564,,7/20/2006,3,7/20/2006,3,1,7/20/2006,3,2006,150,150,150,Sudan,625,4,2.5-2015
Feb-77,3,Hausa,1462,,Igbo,1476,,2/28/2000,1,2/28/2000,1,1,2/28/2000,1,2000,50,50,450,Nigeria,475,4,2.5-2015
Feb-78,3,Hausa,1462,,Tarok,1550,,7/7/2002,1,7/10/2002,2,1,10/4/2002,2,2002,35,25,35,Nigeria,475,4,2.5-2015
Feb-79,3,Hausa,1462,,Yoruba,1562,,7/13/1998,2,7/13/1998,2,0,,0,1998,60,60,100,Nigeria,475,4,2.5-2015
Feb-79,3,Hausa,1462,,Yoruba,1562,,7/13/1998,2,7/13/1998,2,1,7/25/1999,2,1999,93,93,133,Nigeria,475,4,2.5-2015
Feb-79,3,Hausa,1462,,Yoruba,1562,,7/13/1998,2,2/5/2002,2,1,2/5/2002,2,2002,100,50,100,Nigeria,475,4,2.5-2015
8-Feb,3,Abtisame subclan of Galje'el clan (Hawiye),1423,,Afi subclan of Galje'el clan (Hawiye),1427,,8/27/2001,2,2/4/2004,1,1,2/4/2004,1,2004,26,26,30,Somalia,520,4,2.5-2015
Feb-80,3,Hema,1470,,Lendu,1495,,5/14/1999,1,6/20/1999,1,0,,0,1999,1405,1405,6405,DR Congo (Zaire),490,4,2.5-2015
Feb-80,3,Hema,1470,,Lendu,1495,,5/14/1999,1,6/20/1999,1,0,,0,2000,656,656,656,DR Congo (Zaire),490,4,2.5-2015
Feb-80,3,Hema,1470,,Lendu,1495,,5/14/1999,1,6/20/1999,1,0,,0,2001,474,474,524,DR Congo (Zaire),490,4,2.5-2015
Feb-80,3,Hema,1470,,Lendu,1495,,5/14/1999,1,6/20/1999,1,0,,0,2002,1946,1916,2343,DR Congo (Zaire),490,4,2.5-2015
Feb-80,3,Hema,1470,,Lendu,1495,,5/14/1999,1,6/20/1999,1,1,10/31/2003,3,2003,258,189,959,DR Congo (Zaire),490,4,2.5-2015
Feb-82,1,Hezbollah,1209,,PSP,1744,,5/9/2008,1,5/21/2008,2,1,5/27/2008,1,2008,38,23,64,Lebanon,660,2,2.5-2015
Feb-83,3,Hotiya Baggara,1472,,"Newiba, Mahariba, Mahamid",562503,"1517, 1520, 1521",12/31/2005,5,12/31/2005,5,1,12/31/2005,5,2005,251,210,260,Sudan,625,4,2.5-2015
Feb-84,3,Huaorani,1634,,Tagaeri,1641,,5/27/2003,1,5/27/2003,1,1,5/27/2003,1,2003,26,15,31,Ecuador,130,5,2.5-2015
Feb-85,3,Huber subclan of Mirifle clan (Digil-Mirifle),1473,,Yantar subclan of Mirifle clan (Digil-Mirifle),1561,,8/12/2005,1,8/15/2005,2,1,8/19/2005,1,2005,35,35,38,Somalia,520,4,2.5-2015
Feb-86,3,Ijaw,1477,,Itsekiri,1480,,3/30/1997,2,4/12/1997,1,0,,0,1997,418,418,418,Nigeria,475,4,2.5-2015
Feb-86,3,Ijaw,1477,,Itsekiri,1480,,3/30/1997,2,4/12/1997,1,0,,0,1998,25,25,36,Nigeria,475,4,2.5-2015
Feb-86,3,Ijaw,1477,,Itsekiri,1480,,3/30/1997,2,4/12/1997,1,1,6/30/1999,5,1999,120,120,200,Nigeria,475,4,2.5-2015
Feb-86,3,Ijaw,1477,,Itsekiri,1480,,3/30/1997,2,7/25/2003,1,1,12/18/2003,1,2003,105,105,136,Nigeria,475,4,2.5-2015
Feb-87,1,IMU,1202,,Lashkhar of Wazir tribe,1648,,3/6/2007,1,3/19/2007,1,1,9/2/2007,1,2007,319,319,376,Pakistan,770,3,2.5-2015
Feb-88,1,IS,1076,,RJF,1077,,5/13/2007,1,5/31/2007,2,1,11/10/2007,2,2007,123,123,123,Iraq,645,2,2.5-2015
Feb-89,3,Izzi,1481,,Ukele,1555,,4/25/2005,3,4/25/2005,3,1,4/25/2005,3,2005,100,50,100,Nigeria,475,4,2.5-2015
9-Feb,3,Agon-Yar subclan of Abgal clan (Hawiye),1429,,Warsangeli subclan of Abgal clan (Hawiye),1560,,10/15/1999,1,5/31/2002,1,1,11/20/2002,1,2002,94,82,94,Somalia,520,4,2.5-2015
Feb-90,1,Forces of Shah Sahib,1653,,TTP,1199,,7/16/2008,1,7/19/2008,1,1,7/19/2008,1,2008,51,51,66,Pakistan,770,3,2.5-2015
Feb-91,1,Janjaweed,1485,,JEM,1315,,11/26/2003,1,11/26/2003,1,1,11/26/2003,1,2003,186,186,186,Sudan,625,4,2.5-2015
Feb-92,1,Janjaweed,1485,,SLM/A,1316,,1/30/2005,1,4/20/2005,2,1,4/20/2005,2,2005,30,30,30,Sudan,625,4,2.5-2015
Feb-93,1,Janjaweed - Bin Kulaib faction,1484,,Janjaweed - Moro faction,1483,,11/30/2005,3,11/30/2005,3,1,11/30/2005,3,2005,44,44,44,Sudan,625,4,2.5-2015
Feb-95,3,Jie,1489,,Turkana,1554,,7/10/1999,2,7/10/1999,2,1,7/10/1999,2,1999,40,40,40,Kenya,501,4,2.5-2015
Feb-95,3,Jie,1489,,Turkana,1554,,7/10/1999,2,1/24/2008,1,1,2/10/2008,1,2008,57,57,57,Kenya,501,4,2.5-2015
Feb-96,1,Juarez Cartel,1654,,Sinaloa Cartel,1636,,3/31/2008,3,3/31/2008,3,0,,0,2008,294,294,419,Mexico,70,5,2.5-2015
Feb-96,1,Juarez Cartel,1654,,Sinaloa Cartel,1636,,3/31/2008,3,3/31/2008,3,0,,0,2009,427,427,559,Mexico,70,5,2.5-2015
Feb-96,1,Juarez Cartel,1654,,Sinaloa Cartel,1636,,3/31/2008,3,3/31/2008,3,0,,0,2010,2515,2514,2779,Mexico,70,5,2.5-2015
Feb-96,1,Juarez Cartel,1654,,Sinaloa Cartel,1636,,3/31/2008,3,3/31/2008,3,0,,0,2011,1668,1668,1854,Mexico,70,5,2.5-2015
Feb-96,1,Juarez Cartel,1654,,Sinaloa Cartel,1636,,3/31/2008,3,3/31/2008,3,0,,0,2012,547,531,959,Mexico,70,5,2.5-2015
Feb-96,1,Juarez Cartel,1654,,Sinaloa Cartel,1636,,3/31/2008,3,3/31/2008,3,0,,0,2013,127,121,453,Mexico,70,5,2.5-2015
Feb-96,1,Juarez Cartel,1654,,Sinaloa Cartel,1636,,3/31/2008,3,3/31/2008,3,0,,0,2014,49,49,56,Mexico,70,5,2.5-2015
Feb-97,1,JVA,1490,,JVA faction,1649,,6/2/2002,2,10/28/2003,2,1,10/28/2003,2,2003,25,25,110,Somalia,520,4,2.5-2015
Feb-98,1,Forces of General Morgan,1966,,JVA,1490,,1/6/1999,1,1/6/1999,1,1,8/12/1999,1,1999,78,78,82,Somalia,520,4,2.5-2015
Feb-98,1,Forces of General Morgan,1966,,JVA,1490,,1/6/1999,1,9/20/2004,2,1,9/20/2004,2,2004,37,37,112,Somalia,520,4,2.5-2015
Feb-99,3,Kachai sub-tribe of Bangesh,1655,,Mishti,1656,,3/22/2008,1,3/28/2008,2,1,3/28/2008,2,2008,58,58,58,Pakistan,770,3,2.5-2015
